Country;Code;IsoCode;ShortName;Category;Name;OfficialLanguages;Groups;Parent
CH;CH-BE-JB-SA;;BE-JB-SA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Sauge;FR;;BE-JB
CH;CH-BE-JB-SC;;BE-JB-SC;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Saicourt;FR;;BE-JB
CH;CH-BE-JB-SE;;BE-JB-SE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schelten;DE;;BE-JB
CH;CH-BE-JB-SH;;BE-JB-SH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Seehof;DE;;BE-JB
CH;CH-BE-JB-SI;;BE-JB-SI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Saint-Imier;FR;;BE-JB
CH;CH-BE-JB-SL;;BE-JB-SL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Saules;FR;;BE-JB
CH;CH-BE-JB-SN;;BE-JB-SN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Sonvilier;FR;;BE-JB
CH;CH-BE-JB-SR;;BE-JB-SR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Sorvilier;FR;;BE-JB
CH;CH-BE-JB-SS;;BE-JB-SS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Sonceboz-Sombeval;FR;;BE-JB
CH;CH-BE-JB-TA;;BE-JB-TA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Tavannes;FR;;BE-JB
CH;CH-BE-JB-TR;;BE-JB-TR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Tramelan;FR;;BE-JB
CH;CH-BE-JB-VA;;BE-JB-VA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Valbirse;FR;;BE-JB
CH;CH-BE-JB-VI;;BE-JB-VI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;FR Villeret;FR;;BE-JB
CH;CH-BE-OA;;BE-OA;DE Verwaltungskreis,FR arrondissement administratif,IT circondario amministrativo,RM circul administrativ,EN administrative district;DE Oberaargau,FR Haute-Argovie;DE;;BE
CH;CH-BE-OA-AA;;BE-OA-AA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Aarwangen;DE;;BE-OA
CH;CH-BE-OA-AT;;BE-OA-AT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Attiswil;DE;;BE-OA
CH;CH-BE-OA-AU;;BE-OA-AU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Auswil;DE;;BE-OA
CH;CH-BE-OA-BA;;BE-OA-BA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bannwil;DE;;BE-OA
CH;CH-BE-OA-BL;;BE-OA-BL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bleienbach;DE;;BE-OA
CH;CH-BE-OA-BR;;BE-OA-BR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Berken;DE;;BE-OA
CH;CH-BE-OA-BT;;BE-OA-BT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bettenhausen;DE;;BE-OA
CH;CH-BE-OA-BU;;BE-OA-BU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Busswil bei Melchnau;DE;;BE-OA
CH;CH-BE-OA-EW;;BE-OA-EW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Eriswil;DE;;BE-OA
CH;CH-BE-OA-FA;;BE-OA-FA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Farnern;DE;;BE-OA
CH;CH-BE-OA-GO;;BE-OA-GO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gondiswil;DE;;BE-OA
CH;CH-BE-OA-GR;;BE-OA-GR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Graben;DE;;BE-OA
CH;CH-BE-OA-HB;;BE-OA-HB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Herzogenbuchsee;DE;;BE-OA
CH;CH-BE-OA-HH;;BE-OA-HH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Heimenhausen;DE;;BE-OA
CH;CH-BE-OA-HW;;BE-OA-HW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Huttwil;DE;;BE-OA
CH;CH-BE-OA-IW;;BE-OA-IW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Inkwil;DE;;BE-OA
CH;CH-BE-OA-LT;;BE-OA-LT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Langenthal;DE;;BE-OA
CH;CH-BE-OA-LW;;BE-OA-LW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lotzwil;DE;;BE-OA
CH;CH-BE-OA-ME;;BE-OA-ME;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Melchnau;DE;;BE-OA
CH;CH-BE-OA-MW;;BE-OA-MW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Madiswil;DE;;BE-OA
CH;CH-BE-OA-NB;;BE-OA-NB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Niederbipp;DE;;BE-OA
CH;CH-BE-OA-NÖ;;BE-OA-NÖ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Niederönz;DE;;BE-OA
CH;CH-BE-OA-OB;;BE-OA-OB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberbipp;DE;;BE-OA
CH;CH-BE-OA-OC;;BE-OA-OC;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Ochlenberg;DE;;BE-OA
CH;CH-BE-OA-OE;;BE-OA-OE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oeschenbach;DE;;BE-OA
CH;CH-BE-OA-RB;;BE-OA-RB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rohrbach;DE;;BE-OA
CH;CH-BE-OA-RE;;BE-OA-RE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Reisiswil;DE;;BE-OA
CH;CH-BE-OA-RG;;BE-OA-RG;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rohrbachgraben;DE;;BE-OA
CH;CH-BE-OA-RU;;BE-OA-RU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rumisberg;DE;;BE-OA
CH;CH-BE-OA-RW;;BE-OA-RW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Roggwil;DE;;BE-OA
CH;CH-BE-OA-RÜ;;BE-OA-RÜ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rütschelen;DE;;BE-OA
CH;CH-BE-OA-SB;;BE-OA-SB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Seeberg;DE;;BE-OA
CH;CH-BE-OA-SH;;BE-OA-SH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schwarzhäusern;DE;;BE-OA
CH;CH-BE-OA-TS;;BE-OA-TS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Thunstetten;DE;;BE-OA
CH;CH-BE-OA-TÖ;;BE-OA-TÖ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Thörigen;DE;;BE-OA
CH;CH-BE-OA-UB;;BE-OA-UB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Ursenbach;DE;;BE-OA
CH;CH-BE-OA-WA;;BE-OA-WA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wangen an der Aare;DE;;BE-OA
CH;CH-BE-OA-WI;;BE-OA-WI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wiedlisbach;DE;;BE-OA
CH;CH-BE-OA-WL;;BE-OA-WL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Walterswil;DE;;BE-OA
CH;CH-BE-OA-WN;;BE-OA-WN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Walliswil bei Niederbipp;DE;;BE-OA
CH;CH-BE-OA-WS;;BE-OA-WS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wyssachen;DE;;BE-OA
CH;CH-BE-OA-WW;;BE-OA-WW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Walliswil bei Wangen;DE;;BE-OA
CH;CH-BE-OA-WY;;BE-OA-WY;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wynau;DE;;BE-OA
CH;CH-BE-OS;;BE-OS;DE Verwaltungskreis,FR arrondissement administratif,IT circondario amministrativo,RM circul administrativ,EN administrative district;DE Obersimmental-Saanen,FR Haut-Simmental-Gessenay;DE;;BE
CH;CH-BE-OS-BO;;BE-OS-BO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Boltigen;DE;;BE-OS
CH;CH-BE-OS-GT;;BE-OS-GT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gsteig bei Gstaad;DE;;BE-OS
CH;CH-BE-OS-LA;;BE-OS-LA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lauenen;DE;;BE-OS
CH;CH-BE-OS-LE;;BE-OS-LE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lenk;DE;;BE-OS
CH;CH-BE-OS-SA;;BE-OS-SA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Saanen;DE;;BE-OS
CH;CH-BE-OS-SS;;BE-OS-SS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE St. Stephan;DE;;BE-OS
CH;CH-BE-OS-ZS;;BE-OS-ZS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Zweisimmen;DE;;BE-OS
CH;CH-BE-SL;;BE-SL;DE Verwaltungskreis,FR arrondissement administratif,IT circondario amministrativo,RM circul administrativ,EN administrative district;DE Seeland,FR Seeland;DE;;BE
CH;CH-BE-SL-AA;;BE-SL-AA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Aarberg;DE;;BE-SL
CH;CH-BE-SL-AR;;BE-SL-AR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Arch;DE;;BE-SL
CH;CH-BE-SL-BA;;BE-SL-BA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bargen;DE;;BE-SL
CH;CH-BE-SL-BL;;BE-SL-BL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bühl;DE;;BE-SL
CH;CH-BE-SL-BR;;BE-SL-BR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Brüttelen;DE;;BE-SL
CH;CH-BE-SL-BT;;BE-SL-BT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Büetigen;DE;;BE-SL
CH;CH-BE-SL-BÜ;;BE-SL-BÜ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Büren an der Aare;DE;;BE-SL
CH;CH-BE-SL-DI;;BE-SL-DI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Diessbach bei Büren;DE;;BE-SL
CH;CH-BE-SL-DO;;BE-SL-DO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Dotzigen;DE;;BE-SL
CH;CH-BE-SL-EP;;BE-SL-EP;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Epsach;DE;;BE-SL
CH;CH-BE-SL-ER;;BE-SL-ER;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Erlach;DE;;BE-SL
CH;CH-BE-SL-FI;;BE-SL-FI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Finsterhennen;DE;;BE-SL
CH;CH-BE-SL-GL;;BE-SL-GL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gals;DE;;BE-SL
CH;CH-BE-SL-GM;;BE-SL-GM;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gampelen;DE;;BE-SL
CH;CH-BE-SL-GR;;BE-SL-GR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Grossaffoltern;DE;;BE-SL
CH;CH-BE-SL-HA;;BE-SL-HA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hagneck;DE;;BE-SL
CH;CH-BE-SL-HE;;BE-SL-HE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hermrigen;DE;;BE-SL
CH;CH-BE-SL-IN;;BE-SL-IN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Ins;DE;;BE-SL
CH;CH-BE-SL-JE;;BE-SL-JE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Jens;DE;;BE-SL
CH;CH-BE-SL-KN;;BE-SL-KN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Kallnach;DE;;BE-SL
CH;CH-BE-SL-KP;;BE-SL-KP;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Kappelen;DE;;BE-SL
CH;CH-BE-SL-LE;;BE-SL-LE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Leuzigen;DE;;BE-SL
CH;CH-BE-SL-LY;;BE-SL-LY;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lyss;DE;;BE-SL
CH;CH-BE-SL-LÜ;;BE-SL-LÜ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lüscherz;DE;;BE-SL
CH;CH-BE-SL-ML;;BE-SL-ML;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Merzligen;DE;;BE-SL
CH;CH-BE-SL-MR;;BE-SL-MR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Meienried;DE;;BE-SL
CH;CH-BE-SL-MÜ;;BE-SL-MÜ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Müntschemier;DE;;BE-SL
CH;CH-BE-SL-OB;;BE-SL-OB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberwil bei Büren;DE;;BE-SL
CH;CH-BE-SL-RF;;BE-SL-RF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Radelfingen;DE;;BE-SL
CH;CH-BE-SL-RW;;BE-SL-RW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rapperswil;DE;;BE-SL
CH;CH-BE-SL-RÜ;;BE-SL-RÜ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rüti bei Büren;DE;;BE-SL
CH;CH-BE-SL-SC;;BE-SL-SC;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schüpfen;DE;;BE-SL
CH;CH-BE-SL-SD;;BE-SL-SD;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Seedorf;DE;;BE-SL
CH;CH-BE-SL-SI;;BE-SL-SI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Siselen;DE;;BE-SL
CH;CH-BE-SL-ST;;BE-SL-ST;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Studen;DE;;BE-SL
CH;CH-BE-SL-TR;;BE-SL-TR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Treiten;DE;;BE-SL
CH;CH-BE-SL-TS;;BE-SL-TS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Tschugg;DE;;BE-SL
CH;CH-BE-SL-TÄ;;BE-SL-TÄ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Täuffelen;DE;;BE-SL
CH;CH-BE-SL-VI;;BE-SL-VI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Vinelz;DE;;BE-SL
CH;CH-BE-SL-WA;;BE-SL-WA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Walperswil;DE;;BE-SL
CH;CH-BE-SL-WE;;BE-SL-WE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wengi;DE;;BE-SL
CH;CH-BE-SL-WO;;BE-SL-WO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Worben;DE;;BE-SL
CH;CH-BE-TH;;BE-TH;DE Verwaltungskreis,FR arrondissement administratif,IT circondario amministrativo,RM circul administrativ,EN administrative district;DE Thun,FR Thoune;DE;;BE
CH;CH-BE-TH-AS;;BE-TH-AS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Amsoldingen;DE;;BE-TH
CH;CH-BE-TH-BH;;BE-TH-BH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Buchholterberg;DE;;BE-TH
CH;CH-BE-TH-BL;;BE-TH-BL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Blumenstein;DE;;BE-TH
CH;CH-BE-TH-BS;;BE-TH-BS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Burgistein;DE;;BE-TH
CH;CH-BE-TH-ER;;BE-TH-ER;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Eriz;DE;;BE-TH
CH;CH-BE-TH-FA;;BE-TH-FA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Fahrni;DE;;BE-TH
CH;CH-BE-TH-FL;;BE-TH-FL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Forst-Längenbühl;DE;;BE-TH
CH;CH-BE-TH-GU;;BE-TH-GU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gurzelen;DE;;BE-TH
CH;CH-BE-TH-HB;;BE-TH-HB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Horrenbach-Buchen;DE;;BE-TH
CH;CH-BE-TH-HE;;BE-TH-HE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Heimberg;DE;;BE-TH
CH;CH-BE-TH-HF;;BE-TH-HF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hilterfingen;DE;;BE-TH
CH;CH-BE-TH-HO;;BE-TH-HO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Homberg;DE;;BE-TH
CH;CH-BE-TH-HS;;BE-TH-HS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Heiligenschwendi;DE;;BE-TH
CH;CH-BE-TH-OL;;BE-TH-OL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberlangenegg;DE;;BE-TH
CH;CH-BE-TH-OT;;BE-TH-OT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberhofen am Thunersee;DE;;BE-TH
CH;CH-BE-TH-PO;;BE-TH-PO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Pohlern;DE;;BE-TH
CH;CH-BE-TH-RE;;BE-TH-RE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Reutigen;DE;;BE-TH
CH;CH-BE-TH-SB;;BE-TH-SB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Steffisburg;DE;;BE-TH
CH;CH-BE-TH-SE;;BE-TH-SE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Seftigen;DE;;BE-TH
CH;CH-BE-TH-SH;;BE-TH-SH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Stocken-Höfen;DE;;BE-TH
CH;CH-BE-TH-SW;;BE-TH-SW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Sigriswil;DE;;BE-TH
CH;CH-BE-TH-TA;;BE-TH-TA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Thierachern;DE;;BE-TH
CH;CH-BE-TH-TH;;BE-TH-TH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Thun;DE;;BE-TH
CH;CH-BE-TH-TT;;BE-TH-TT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Teuffenthal;DE;;BE-TH
CH;CH-BE-TH-UB;;BE-TH-UB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Uebeschi;DE;;BE-TH
CH;CH-BE-TH-UD;;BE-TH-UD;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Uetendorf;DE;;BE-TH
CH;CH-BE-TH-UL;;BE-TH-UL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Unterlangenegg;DE;;BE-TH
CH;CH-BE-TH-UT;;BE-TH-UT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Uttigen;DE;;BE-TH
CH;CH-BE-TH-WD;;BE-TH-WD;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wachseldorn;DE;;BE-TH
CH;CH-BE-TH-WW;;BE-TH-WW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wattenwil;DE;;BE-TH
CH;CH-BL;CH-BL;BL;DE Kanton,FR canton,IT canonte,RM chantun,EN canton;DE Basel-Landschaft,FR Bâle-Campagne,IT Basilea Campagna,RM Basilea-Champagna,EN Basel-Landschaft;DE;;
CH;CH-BL-AH;;BL-AH;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Arlesheim;DE;;BL
CH;CH-BL-AH-AE;;BL-AH-AE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Aesch;DE;;BL-AH
CH;CH-BL-AH-AH;;BL-AH-AH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Arlesheim;DE;;BL-AH
CH;CH-BL-AH-AS;;BL-AH-AS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Allschwil;DE;;BL-AH
CH;CH-BL-AH-BB;;BL-AH-BB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Biel-Benken;DE;;BL-AH
CH;CH-BL-AH-BF;;BL-AH-BF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Birsfelden;DE;;BL-AH
CH;CH-BL-AH-BI;;BL-AH-BI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Binningen;DE;;BL-AH
CH;CH-BL-AH-BM;;BL-AH-BM;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bottmingen;DE;;BL-AH
CH;CH-BL-AH-ET;;BL-AH-ET;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Ettingen;DE;;BL-AH
CH;CH-BL-AH-MS;;BL-AH-MS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Münchenstein;DE;;BL-AH
CH;CH-BL-AH-MU;;BL-AH-MU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Muttenz;DE;;BL-AH
CH;CH-BL-AH-OW;;BL-AH-OW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberwil;DE;;BL-AH
CH;CH-BL-AH-PF;;BL-AH-PF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Pfeffingen;DE;;BL-AH
CH;CH-BL-AH-RE;;BL-AH-RE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Reinach;DE;;BL-AH
CH;CH-BL-AH-SB;;BL-AH-SB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schönenbuch;DE;;BL-AH
CH;CH-BL-AH-TW;;BL-AH-TW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Therwil;DE;;BL-AH
CH;CH-BL-LF;;BL-LF;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Laufen;DE;;BL
CH;CH-BL-LF-BL;;BL-LF-BL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Blauen;DE;;BL-LF
CH;CH-BL-LF-BR;;BL-LF-BR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Brislach;DE;;BL-LF
CH;CH-BL-LF-BU;;BL-LF-BU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Burg im Leimental;DE;;BL-LF
CH;CH-BL-LF-DI;;BL-LF-DI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Dittingen;DE;;BL-LF
CH;CH-BL-LF-DU;;BL-LF-DU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Duggingen;DE;;BL-LF
CH;CH-BL-LF-GL;;BL-LF-GL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Grellingen;DE;;BL-LF
CH;CH-BL-LF-LB;;BL-LF-LB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Liesberg;DE;;BL-LF
CH;CH-BL-LF-LF;;BL-LF-LF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Laufen;DE;;BL-LF
CH;CH-BL-LF-NL;;BL-LF-NL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Nenzlingen;DE;;BL-LF
CH;CH-BL-LF-RB;;BL-LF-RB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Roggenburg;DE;;BL-LF
CH;CH-BL-LF-RO;;BL-LF-RO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Röschenz;DE;;BL-LF
CH;CH-BL-LF-WA;;BL-LF-WA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wahlen;DE;;BL-LF
CH;CH-BL-LF-ZW;;BL-LF-ZW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Zwingen;DE;;BL-LF
CH;CH-BL-LT;;BL-LT;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Liestal;DE;;BL
CH;CH-BL-LT-AD;;BL-LT-AD;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Arisdorf;DE;;BL-LT
CH;CH-BL-LT-AU;;BL-LT-AU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Augst;DE;;BL-LT
CH;CH-BL-LT-BD;;BL-LT-BD;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bubendorf;DE;;BL-LT
CH;CH-BL-LT-FD;;BL-LT-FD;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Füllinsdorf;DE;;BL-LT
CH;CH-BL-LT-FR;;BL-LT-FR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Frenkendorf;DE;;BL-LT
CH;CH-BL-LT-GB;;BL-LT-GB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Giebenach;DE;;BL-LT
CH;CH-BL-LT-HB;;BL-LT-HB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hersberg;DE;;BL-LT
CH;CH-BL-LT-LA;;BL-LT-LA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lausen;DE;;BL-LT
CH;CH-BL-LT-LS;;BL-LT-LS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lupsingen;DE;;BL-LT
