Id;Country;StartDate;EndDate;Type;RegionalScope;Name;Comment
a61dc62f-4944-401e-99ef-9fb671b03c4c;IE;2028-03-17;;Public;National;GA Lá Fhéile Pádraig,EN Saint Patrick's Day,DE Saint Patrick’s Day;
009289f0-99e6-434d-87d2-b7a4a192ca85;IE;2028-04-17;;Public;National;GA Luan Cásca,EN Easter Monday,DE Ostermontag;
7286abce-fc8f-4756-9390-68933d56121d;IE;2028-05-01;;Public;National;GA Lá Bealtaine,EN May Day,DE May Day;
9335e118-f143-469d-ae06-73a1de065eca;IE;2028-06-05;;Public;National;GA Lá Saoire i mí an Mheithimh,EN June Holiday,DE Feiertag im Juni;
495b59f7-64bc-42f6-9f18-8619f1b6f38e;IE;2028-08-07;;Public;National;GA Lá Saoire i mí Lúnasa,EN August Holiday,DE Feiertag im August;
2d577be3-a187-45f7-8bcc-4d79eb6e709f;IE;2028-10-30;;Public;National;GA Lá Saoire i mí Dheireadh Fómhair,EN October Holiday,DE Feiertag im Oktober;
abab0c58-b0d7-4fe1-8391-7ef0975bf0cc;IE;2028-12-25;;Public;National;GA Lá Nollag,EN Christmas Day,DE Weihnachtstag;
e34c8417-7bba-4152-b6e8-a186b5cf9d99;IE;2028-12-26;;Public;National;GA Lá Fhéile Stiofáin,EN St. Stephen's Day,DE Stefanstag;
fae761a1-abe4-4627-aa15-394847e0e461;IE;2029-01-01;;Public;National;GA Lá Caille,EN New Year's Day,DE Neujahr;
1e561a64-c06a-4404-aa05-47f2b05c6fad;IE;2029-02-05;;Public;National;GA Lá Fhéile Bríde,EN Saint Brigid's Day,DE St Brigid’s Day;
144b9521-f682-4b1e-bca6-8c539f6d727a;IE;2029-03-17;;Public;National;GA Lá Fhéile Pádraig,EN Saint Patrick's Day,DE Saint Patrick’s Day;
f567360b-6b8c-4146-afc4-d295ed91c3b0;IE;2029-04-02;;Public;National;GA Luan Cásca,EN Easter Monday,DE Ostermontag;
d41527ee-8483-40a9-a4d0-ae06f009c6e8;IE;2029-05-07;;Public;National;GA Lá Bealtaine,EN May Day,DE May Day;
695ef983-c2ab-4962-b359-b559c83190ec;IE;2029-06-04;;Public;National;GA Lá Saoire i mí an Mheithimh,EN June Holiday,DE Feiertag im Juni;
f4caa770-c8d9-41de-ba87-237233618927;IE;2029-08-06;;Public;National;GA Lá Saoire i mí Lúnasa,EN August Holiday,DE Feiertag im August;
fafaee50-ca45-4529-8f7b-ab0e25815164;IE;2029-10-29;;Public;National;GA Lá Saoire i mí Dheireadh Fómhair,EN October Holiday,DE Feiertag im Oktober;
4305fd3b-1065-4d57-88c6-e6d4197c6c09;IE;2029-12-25;;Public;National;GA Lá Nollag,EN Christmas Day,DE Weihnachtstag;
1a03f46e-c5da-4750-bb91-ee7e0779b79c;IE;2029-12-26;;Public;National;GA Lá Fhéile Stiofáin,EN St. Stephen's Day,DE Stefanstag;
f85e03c6-eaa1-4059-835b-9c5a4360c7ee;IE;2030-01-01;;Public;National;GA Lá Caille,EN New Year's Day,DE Neujahr;
fc1488c8-d33c-48c2-9d5b-2181a491c024;IE;2030-02-01;;Public;National;GA Lá Fhéile Bríde,EN Saint Brigid's Day,DE St Brigid’s Day;
2af54bc8-ba64-44fe-9f22-0610e5c26202;IE;2030-03-17;;Public;National;GA Lá Fhéile Pádraig,EN Saint Patrick's Day,DE Saint Patrick’s Day;
8c4c4a22-b5e5-48ec-a73b-562674604235;IE;2030-04-22;;Public;National;GA Luan Cásca,EN Easter Monday,DE Ostermontag;
bac29053-bf17-4b06-b143-80850df98c0d;IE;2030-05-06;;Public;National;GA Lá Bealtaine,EN May Day,DE May Day;
d92bccb0-299e-4e9f-b8d4-3278c7c996a9;IE;2030-06-03;;Public;National;GA Lá Saoire i mí an Mheithimh,EN June Holiday,DE Feiertag im Juni;
dff3991b-1989-456e-82dd-7feef7e5fbdd;IE;2030-08-05;;Public;National;GA Lá Saoire i mí Lúnasa,EN August Holiday,DE Feiertag im August;
790640da-b4d0-45dc-9edd-10ab17f88fb4;IE;2030-10-28;;Public;National;GA Lá Saoire i mí Dheireadh Fómhair,EN October Holiday,DE Feiertag im Oktober;
06bdb50b-5d92-4652-a6b0-f42df34173a9;IE;2030-12-25;;Public;National;GA Lá Nollag,EN Christmas Day,DE Weihnachtstag;
ba97202b-5df4-4366-9a15-23f2861a317a;IE;2030-12-26;;Public;National;GA Lá Fhéile Stiofáin,EN St. Stephen's Day,DE Stefanstag;
