Id;Country;StartDate;EndDate;Type;RegionalScope;Name;
f4e2c3de-741f-4bc7-a27c-fd7d22e0bba1;MD;2021-12-25;;Public;National;RO Naşterea lui Iisus Hristos (Crăciunul pe stil nou),DE Geburt Jesu Christi (Weihnachten im neuen Stil),EN Birth of Jesus Christ (Christmas in a new style);
d95658c7-332a-4aa0-a0e0-c5e4eba34afc;MD;2022-01-01;;Public;National;RO Anul Nou,DE Neujahr,EN New Year;
9e4fc90c-b261-4bde-b325-bcfcc9bdf2f1;MD;2022-01-07;2022-01-08;Public;National;RO Naşterea lui Iisus Hristos (Crăciunul pe stil vechi),DE Geburt Jesu Christi (Weihnachten im alten Stil),EN Birth of Jesus Christ (Christmas in the old style);
9bc1300d-ac10-47e0-96ae-8f40a820ae76;MD;2022-03-08;;Public;National;RO Ziua internaţională a femeii,DE Internationaler Frauentag,EN International Women's Day;
bf6c93bb-21c6-48e0-8f61-c5b3ab1b12c2;MD;2022-04-24;;Public;National;RO Prima zi de Paşti conform calendarului bisericesc,DE Orthodoxer Ostersonntag,EN Orthodox Easter Sunday;
5e08a926-06d7-4c21-8128-1b6c490095a8;MD;2022-04-25;;Public;National;RO A doua zi de Paște conform calendarului bisericesc,DE Orthodoxer Ostermontag,EN Orthodox Easter Monday;
dfcc2a2d-7291-48c7-b161-bb3bc87f3dbf;MD;2022-05-01;;Public;National;RO Ziua internaţională a solidarităţii oamenilor muncii,DE Tag der Arbeit,EN Labour Day;
5ebc39d5-8399-4610-be72-ab7115b2e470;MD;2022-05-02;;Public;National;RO Ziua Comemorarii (Pastele Blajinilor),DE Gedenktag (Raduniza),EN Commemoration Day (Radonitsa);
c6485110-df44-4e3e-a6fb-d43a91b46275;MD;2022-05-09;;Public;National;RO Ziua Europei,DE Europatag,EN Europe Day;
74d41f59-3c65-4606-bf50-302eb1b2d9b9;MD;2022-05-09;;Public;National;RO Ziua Victoriei şi a comemorării eroilor căzuţi pentru Independenţa Patriei,DE Tag des Sieges,EN Victory Day;
